"index","timestamp","open","high","low","close","volume"
0,"2025-02-03T17:25:00.000Z",98800.4,98914.07,98528.53,98528.62,2.797927
1,"2025-02-03T17:30:00.000Z",98528.63,98528.63,98375.29,98410.87,1.946099
2,"2025-02-03T17:35:00.000Z",98403.17,98403.19,98050.71,98155.86,2.394556
3,"2025-02-03T17:40:00.000Z",98188.12,98314.59,98126.41,98199.62,2.217991
4,"2025-02-03T17:45:00.000Z",98201.93,98696.02,98122.73,98660,1.886661
5,"2025-02-03T17:50:00.000Z",98600,99304.01,98480,99295.68,4.82175
6,"2025-02-03T17:55:00.000Z",99200,99251.66,98782.76,99200.76,6.422148
7,"2025-02-03T18:00:00.000Z",99166.48,99364.41,98986.37,99364.41,3.142902
8,"2025-02-03T18:05:00.000Z",99366.16,99522.59,99208.18,99285.12,1.950696
9,"2025-02-03T18:10:00.000Z",99277.66,99277.66,98924.76,99078.83,2.268806
10,"2025-02-03T18:15:00.000Z",99072.76,99428.52,98980,99294.83,2.531704
11,"2025-02-03T18:20:00.000Z",99284.65,99374.64,99102.89,99319.54,2.129717
12,"2025-02-03T18:25:00.000Z",99319.54,99621.45,99293.64,99466.62,2.932438
13,"2025-02-03T18:30:00.000Z",99476.38,99686.64,99249.72,99566.54,3.085935
14,"2025-02-03T18:35:00.000Z",99558.07,99731.28,99473.87,99704.24,2.639117
15,"2025-02-03T18:40:00.000Z",99704.4,99854.65,99532.39,99636.67,2.918894
16,"2025-02-03T18:45:00.000Z",99612.61,99856.38,99465.61,99795.87,4.15611
17,"2025-02-03T18:50:00.000Z",99797.52,99929.47,99797.52,99816.43,2.845936
18,"2025-02-03T18:55:00.000Z",99844.88,99926.56,99717.93,99831.69,2.92488
19,"2025-02-03T19:00:00.000Z",99885.39,100114.85,99807.37,99917.44,3.714456
20,"2025-02-03T19:05:00.000Z",99913.45,99995.26,99586.55,99991.96,2.365822
21,"2025-02-03T19:10:00.000Z",99937.08,100023.11,99832.4,99954.49,2.151795
22,"2025-02-03T19:15:00.000Z",99953.03,100700,99941.62,100357,6.651769
23,"2025-02-03T19:20:00.000Z",100345,100872.08,100345,100571.93,3.564258
24,"2025-02-03T19:25:00.000Z",100564.14,100728.65,100477.14,100485.78,2.384243
25,"2025-02-03T19:30:00.000Z",100486.23,100967.49,100460,100946.67,3.444456
26,"2025-02-03T19:35:00.000Z",100948.04,101063.72,100877.25,100994.53,4.465796
27,"2025-02-03T19:40:00.000Z",100992.3,101230.52,100894.75,101230,4.029034
28,"2025-02-03T19:45:00.000Z",101230.54,101628.27,101220.83,101567.25,3.751928
29,"2025-02-03T19:50:00.000Z",101581.6,101787.03,101383,101786.18,2.885156
30,"2025-02-03T19:55:00.000Z",101722.21,101876.7,101610.37,101876.41,5.617794
31,"2025-02-03T20:00:00.000Z",101877.79,101894.03,101625,101740.47,5.031037
32,"2025-02-03T20:05:00.000Z",101714.03,101714.03,100995.13,101164.24,4.845956
33,"2025-02-03T20:10:00.000Z",101142.3,101587.02,101033.3,101343.76,2.725131
34,"2025-02-03T20:15:00.000Z",101343.77,101511.03,101263.89,101375.64,2.539718
35,"2025-02-03T20:20:00.000Z",101420.19,101847.42,101420.19,101847.42,5.145785
36,"2025-02-03T20:25:00.000Z",101848.51,101863.48,101572.59,101679.45,3.961862
37,"2025-02-03T20:30:00.000Z",101700,101944.43,101700,101728.76,2.607396
38,"2025-02-03T20:35:00.000Z",101705.59,101800,101552.76,101603.22,2.964843
39,"2025-02-03T20:40:00.000Z",101644.55,101691.2,101309.67,101368.26,6.805252
40,"2025-02-03T20:45:00.000Z",101387.43,101433.8,101140.77,101379.69,2.758533
