"timestamp","bbMiddle","bbUpper","bbLower","bbPb","ema55","ema400","ema800","macd","signal","histogram","kalman","slope","support","resistance","trend","pocPrice","vah","val","spikes"
"2024-12-19T12:00:00.000Z",104489.90849999999,109995.16633863296,98984.65066136702,0.15387375017603935,102546.73364890213,91192.87983917574,85586.98178805404,10513.655089927794,13018.07767373669,-2504.422583808897,105709.61030424196,97042.37967412274,85241.29779424387,106752.66859943683,-977.1906248308369,,,,5584.1600000000035
"2024-12-19T08:00:00.000Z",104705.6195,109761.05602698802,99650.18297301198,0.27701633795971653,102622.97257334711,91145.33096618915,85549.20482131575,11075.03142746615,13120.299003688073,-2045.2675762219224,105802.55616440445,97017.01411821734,85202.22849426727,106730.3814320033,-1436.2798621834372,,,,
"2024-12-19T04:00:00.000Z",104812.21050000002,109701.24787812644,99923.1731218736,0.17782405243061744,102629.98941307557,91088.66064521768,85506.89729896611,11016.352945265273,13203.77931292162,-2187.426367656348,105803.37914184877,96991.64856231194,85163.15919429068,106708.09426456975,-1256.076465730439,,,,
"2024-12-19T00:00:00.000Z",104951.84199999999,109503.71029746588,100399.9737025341,0.08741644589200195,102669.50122585417,91035.66170108345,85466.45911948918,11290.883684640969,13293.062021805552,-2002.1783371645834,105821.38795284693,96966.28300640653,85124.08989431408,106685.80709713622,-1155.5418518197257,,,,
"2024-12-18T20:00:00.000Z",105054.76099999998,109195.44078920655,100914.08121079342,-0.0869303166921985,102729.65270446046,90984.73373968537,85427.0865766093,11907.189338901255,13374.783586587779,-1467.5942476865239,105840.3849990008,96940.91745050115,85085.02059433747,106663.51992970268,-919.8699414730072,,,,
"2024-12-18T16:00:00.000Z",105180.24499999997,108555.3050153321,101805.18498466784,0.15098472482005262,102833.14138627517,90938.57110178906,85390.12263812772,13302.223516090875,13434.6853926158,-132.46187652492517,105880.23546746513,96915.55189459574,85045.95129436087,106641.23276226915,-1593.77205359051,,,,4786.12000000001
"2024-12-18T12:00:00.000Z",105172.31850000001,108582.87800249805,101761.75899750197,0.39127758957777814,102833.50021836803,90878.99326270029,85346.48251957486,14070.02366411958,13440.091999820897,629.9316642986832,105787.64870816976,96890.18633869034,85006.88199438427,106618.94559483562,-2015.8123145229183,,,,
"2024-12-18T08:00:00.000Z",105037.27549999999,108916.6281180881,101157.92288191187,0.4977282936439172,102768.30798238305,90811.06485800205,85298.71223802185,14397.105532227739,13414.380503318911,982.7250289088279,105611.15917556737,96864.82078278494,84967.81269440766,106596.65842740209,-2185.6928688604967,,,,
"2024-12-18T04:00:00.000Z",104873.0365,109149.57452739637,100596.49847260363,0.4277913003411291,102676.4164714599,90739.84387984667,85249.34818855507,14562.586705498004,13374.269277649162,1188.3174278488423,105396.95948575322,96839.45522687954,84928.74339443108,106574.37125996855,-2017.262597818626,,,,
"2024-12-18T00:00:00.000Z",104730.995,109398.03091293834,100063.95908706165,0.503304559957905,102611.96693968275,90672.09658099878,85201.77351568537,15153.834297018213,13325.766525492067,1828.0677715261463,105202.69311685757,96814.08967097415,84889.67409445447,106552.08409253502,-2166.3912375064683,,,,
"2024-12-17T20:00:00.000Z",104558.59049999999,109582.9705371319,99534.21046286808,0.6566779869719744,102524.21701885347,90601.47130070304,85152.8121477647,15756.505016322451,13251.151514409366,2505.353501913085,104974.36690569912,96788.72411506875,84850.60479447787,106529.79692510149,-2533.618450189533,,,,
"2024-12-17T16:00:00.000Z",104333.133,109514.2069681683,99152.0590318317,0.7070504120556399,102376.9193461536,90523.6189763958,85100.29600795935,15946.840499142432,13148.892187800668,2797.9483113417646,104678.19044139372,96763.35855916335,84811.53549450127,106507.50975766795,-2646.2241618020926,,,,
"2024-12-17T12:00:00.000Z",104088.498,109321.99668095307,98854.99931904694,0.7283340596509674,102209.50299293538,90443.64403392159,85046.78330710316,16022.735179385738,13034.690215909168,2988.04496347657,104360.89727427548,96737.99300325796,84772.46619452466,106485.22259023442,-2672.8792923677247,,,,
"2024-12-17T08:00:00.000Z",103855.61850000001,109039.4845471112,98671.75245288882,0.7847056109450303,102035.25944162661,90363.26896642245,84993.1370325277,16097.06485353854,12912.729196991757,3184.335656546784,104038.78454265857,96712.62744735256,84733.39689454806,106462.93542280089,-2782.2734381683404,,,,
"2024-12-17T04:00:00.000Z",103619.35200000001,108597.68636061702,98641.017639383,0.8206100443205612,101840.47941883585,90280.84239482557,84938.5331953125,16005.973335115908,12782.75631305107,3223.2170220648386,103699.56079028727,96687.26189144715,84694.32759457146,106440.64825536736,-2810.973410663428,,,,
"2024-12-17T00:00:00.000Z",103349.61,108109.9402964579,98589.2797035421,0.8693115583404233,101637.57817062507,90197.98165495001,84883.78218954358,15826.461939962188,12651.196434599444,3175.265505362744,103358.86381760695,96661.89633554175,84655.25829459487,106418.36108793382,-2852.38863825507,,,,
"2024-12-16T20:00:00.000Z",103079.22350000001,107490.41729796499,98668.02970203503,0.8375533513596533,101424.18544289548,90114.43419457383,84828.75861554994,15489.381197794472,12521.593760911168,2967.7874368833036,103016.14759991413,96636.53077963635,84616.18899461826,106396.07392050029,-2677.6213162054773,,,,
"2024-12-16T16:00:00.000Z",102769.96900000001,107163.55330900886,98376.38469099117,0.9342856232638082,101235.08076709529,90034.52033088749,84775.62096502566,15342.577757664927,12400.459579813889,2942.118177851038,102708.63830365645,96611.16522373096,84577.11969464166,106373.78675306676,-2837.0896080421517,,,,
"2024-12-16T12:00:00.000Z",102458.33450000001,106454.65787135082,98462.0111286492,0.985750918936232,101016.6714106502,89951.55496913755,84721.02649935614,14821.037163691086,12280.373123575071,2540.664040116015,102380.61237863978,96585.79966782556,84538.05039466506,106351.49958563322,-2803.4448780919774,,,,
"2024-12-16T08:00:00.000Z",102147.7075,105662.50747962078,98632.90752037923,0.7301357843092033,100799.36126414614,89869.40351534876,84666.90949434828,14119.099683894194,12176.67255050911,1942.427133385083,102066.91582245768,96560.43411192016,84498.98109468845,106329.21241819969,-2184.8309631895972,,,,
"2024-12-16T04:00:00.000Z",101945.82300000002,105566.76758677655,98324.87841322349,0.9207848155324521,100678.29560145822,89799.74904675403,84619.10333538544,14300.270752110373,12097.389810370943,2202.8809417394295,101864.41605255422,96535.06855601475,84459.91179471185,106306.92525076616,-2515.840754866076,,,,
"2024-12-16T00:00:00.000Z",101696.31600000002,105012.92720831002,98379.70479169002,0.9351676784977835,100502.18113621161,89723.59189911872,84568.10459529879,13929.887799177886,12007.476302544845,1922.4114966330417,101610.82108360804,96509.70300010937,84420.84249473526,106284.63808333263,-2438.3084156768746,,,,
"2024-12-15T20:00:00.000Z",101441.64300000001,104525.91171361046,98357.37428638956,0.988436203159653,100335.62199891412,89649.1092519965,84518.00503233334,13539.670295448406,11929.010527172068,1610.6597682763386,101377.98095483483,96484.33744420396,84381.77319475866,106262.3509158991,-2430.9068764239782,,,,
"2024-12-15T16:00:00.000Z",101308.4945,103878.19780649371,98738.79119350629,0.8785797946173826,100167.50126417592,89574.8963660416,84468.10121514268,12980.982955125757,11863.269312140379,1117.713642985378,101154.43000901489,96458.97188829856,84342.70389478205,106240.06374846556,-2154.3835736854817,,,,
"2024-12-15T12:00:00.000Z",101163.56850000001,103524.24827810783,98802.88872189219,0.826238974528472,100041.51478516268,89506.32857840272,84421.07726324066,12700.405403348326,11817.648347120567,882.7570562277597,100985.15595167677,96433.60633239316,84303.63459480545,106217.77658103203,-2038.88776627864,,,,
"2024-12-15T08:00:00.000Z",101053.40800000002,103265.39559354006,98841.42040645999,0.8644713028022685,99932.84763353667,89440.17553869548,84375.3131011962,12517.995433931093,11781.617446866372,736.3779870647213,100841.16770524152,96408.24077648777,84264.56529482885,106195.4894135985,-2051.0460581746884,,,,
"2024-12-15T04:00:00.000Z",100971.3395,102980.96528130972,98961.71371869028,0.6887193394547481,99821.29774102796,89373.88158149595,84329.52960457842,12230.464877443883,11751.561202496383,478.9036749474999,100700.67877466131,96382.87522058237,84225.49599485224,106173.20224616496,-1837.943374463066,,,,
"2024-12-15T00:00:00.000Z",100940.44450000001,102904.8822068018,98976.00679319822,0.7022017540310171,99743.397648825,89311.94690270646,84285.97435953356,12229.647785703273,11732.014113723017,497.6336719802566,100601.27587417435,96357.50966467697,84186.42669487564,106150.91507873143,-1859.345606941497,,,,
"2024-12-14T20:00:00.000Z",100909.36,102823.79940616437,98994.92059383563,0.6319550773905838,99662.11306306276,89249.67661149196,84242.29752438847,12195.280421122618,11711.702535274842,483.5778858477752,100502.28166304772,96332.14410877156,84147.35739489904,106128.6279112979,-1799.2572793984436,,,,
"2024-12-14T16:00:00.000Z",100856.43849999999,102770.44839277542,98942.42860722456,0.619464246691244,99590.58298400408,89188.69955190044,84199.31303759094,12271.435997021399,11691.964662383098,579.4713346383014,100417.5792188682,96306.77855286618,84108.28809492245,106106.34074386436,-1793.7553270094213,,,,
"2024-12-14T12:00:00.000Z",100705.23749999999,103053.41579995236,98357.05920004762,0.6956032257045057,99520.24963641241,89127.92235667189,84156.47339563248,12405.405966710867,11668.31277117337,737.0931955374963,100337.71365989088,96281.41299696077,84069.21879494585,106084.05357643083,-1891.3158502487931,,,,
"2024-12-14T08:00:00.000Z",100490.65399999998,103409.19777328616,97572.1102267138,0.687639125036454,99434.38798891904,89065.28607775796,84112.75027522104,12422.776407316152,11638.22733462082,784.5490726953321,100245.89540222313,96256.04744105537,84030.14949496924,106061.7664089973,-1902.2473478340544,,,,
"2024-12-14T04:00:00.000Z",100282.36799999999,103571.44517968314,96993.29082031683,0.7338820155245226,99346.57035581369,89002.5260079723,84069.01267891371,12436.60771963888,11606.204923490399,830.4027961484808,100157.7414277001,96230.68188514997,83991.08019499264,106039.47924156376,-1981.7188644432463,,,,
"2024-12-14T00:00:00.000Z",100020.84449999998,103750.51169774929,96291.17730225067,0.7763243193982371,99245.57812543873,88938.27360700975,84024.5774665956,12309.986984407005,11572.310931810869,737.6760525961363,100062.4165856535,96205.31632924458,83952.01089501604,106017.19207413023,-2068.33842878259,,,,
"2024-12-13T20:00:00.000Z",99711.64249999999,103870.61390397172,95552.67109602825,0.7049878845490135,99129.804171375,88872.39006619275,83979.37731006643,11958.980820932367,11542.201705174293,416.7791157580741,99960.02503725165,96179.95077333918,83912.94159503945,105994.9049066967,-1923.0930165402242,,,,
"2024-12-13T16:00:00.000Z",99422.68649999998,104011.09443661914,94834.27856338082,0.7217853695785016,99036.4606681658,88809.51121940675,83935.72939344583,11729.185111280909,11525.190312694373,203.9947985865365,99890.03947206898,96154.58521743378,83873.87229506284,105972.61773926317,-1954.0368842499447,,,,
"2024-12-13T12:00:00.000Z",99235.69099999998,103757.69228178122,94713.68971821874,0.5703747036256166,98937.62355258073,88746.11042351405,83891.86896639563,11332.949072517426,11516.863994384717,-183.91492186729192,99822.13736639492,96129.21966152838,83834.80299508624,105950.33057182963,-1576.8943567964016,,,,
"2024-12-13T08:00:00.000Z",99101.74449999999,103739.99938286997,94463.48961713,0.6349295728251917,98899.4792077881,88690.34075145147,83851.86823790101,11492.168492595723,11524.370725889505,-32.20223329378132,99823.88180903399,96103.85410562299,83795.73369510964,105928.0434043961,-1715.6038823668496,,,,
"2024-12-13T04:00:00.000Z",98929.31649999999,103656.4948468198,94202.13815318017,0.6268106904414315,98840.13468565699,88631.87920133343,83810.56272660664,11465.174664737337,11525.685102758638,-60.510438021301525,99806.11850025108,96078.48854971759,83756.66439513303,105905.75623696257,-1678.059382531501,,,,
"2024-12-13T00:00:00.000Z",98789.17999999998,103540.82305152042,94037.53694847954,0.5987658363457757,98787.5593667042,88574.25338279374,83769.71750189227,11507.212416312395,11528.154916555424,-20.942500243028917,99799.31443841636,96053.12299381218,83717.59509515643,105883.46906952902,-1596.2313985233777,,,,
"2024-12-12T20:00:00.000Z",98656.19949999997,103464.30420057765,93848.0947994223,0.6400510787377638,98749.18301432478,88518.34598120373,83729.7724142875,11739.962717455448,11529.009712483712,210.95300497173594,99810.18565976161,96027.75743790678,83678.52579517983,105861.18190209549,-1683.3101240699762,,,,
"2024-12-12T16:00:00.000Z",98545.56049999998,103310.94980601079,93780.17119398917,0.5990327798412489,98698.0084434809,88460.77899364085,83689.03852796531,11925.204054347909,11520.399385750172,404.80466859773696,99809.85097548374,96002.3918820014,83639.45649520322,105838.89473466195,-1573.1016883495613,,,,
"2024-12-12T12:00:00.000Z",98475.47749999998,103215.23852922705,93735.71647077291,0.8498206428078924,98665.7059309699,88405.49758508768,83649.48813629564,12428.76698689544,11503.87674621557,924.8902406798697,99831.52106134374,95977.02632609599,83600.38719522663,105816.60756722842,-2168.623809773999,,,,
"2024-12-12T08:00:00.000Z",98364.55449999997,102760.97146038142,93968.13753961852,0.726445252798232,98538.11800978499,88338.3992772435,83604.0760665492,12017.192580731164,11466.126124147002,551.0664565841616,99757.86116443595,95951.66077019059,83561.31789525003,105794.32039979489,-1830.5496708213468,,,,
"2024-12-12T04:00:00.000Z",98301.67749999998,102571.69340766117,94031.66159233879,0.7574899657931788,98463.93303059254,88278.16243151539,83562.1447175293,12077.400355446603,11443.633615714996,633.7667397316072,99749.23655105486,95926.29521428519,83522.24859527343,105772.03323236135,-1886.63395629992,,,,
"2024-12-12T00:00:00.000Z",98331.98649999997,102710.93980345385,93953.0331965461,0.8074323146899467,98380.80172571876,88216.89682966836,83519.74545524527,12066.122350774633,11417.76558552187,648.3567652527618,99737.02269840376,95900.9296583798,83483.17929529682,105749.74606492782,-2038.172947849671,,,,
"2024-12-11T20:00:00.000Z",98285.28799999999,102511.69557621497,94058.880423785,0.834404804674738,98272.8977145236,88152.69856816293,83475.92892321834,11759.605202501538,11391.302044082982,368.30315841855554,99706.18330277847,95875.5641024744,83444.10999532022,105727.45889749429,-2081.341955890821,,,,
"2024-12-11T16:00:00.000Z",98225.0435,102245.60026970922,94204.48673029078,0.8591712125244875,98157.01802940211,88087.73991436927,83431.78368898359,11224.740741627422,11376.269262106714,-151.52852047929264,99676.36087400655,95850.198546569,83405.04069534362,105705.17173006076,-2103.161219895992,,,,
"2024-12-11T12:00:00.000Z",98154.404,101923.65134016454,94385.15665983545,0.7920697159534095,98036.3583571328,88022.4494878749,83387.52487468817,10389.681496120145,11382.454099677298,-992.7726035571523,99651.68927742586,95824.83299066359,83365.97139536703,105682.88456262722,-1934.8454265767941,,,,
"2024-12-11T08:00:00.000Z",98120.41750000001,101782.24935284254,94458.58564715748,0.5231185519712702,97941.67216762803,87960.6263274131,83345.05016849215,9479.485148579435,11422.975430434732,-1943.4902818552964,99663.73114554244,95799.4674347582,83326.90209539043,105660.59739519369,-1436.649559835496,,,,
"2024-12-11T04:00:00.000Z",98202.492,101994.93739180856,94410.04660819143,0.38525846649238615,97927.4657254904,87908.85137166078,83307.64170833818,9106.45084232802,11502.30156438801,-2395.8507220599895,99764.54361359496,95774.1018788528,83287.83279541382,105638.31022776016,-1212.9527797398623,,,,
"2024-12-11T00:00:00.000Z",98327.5525,102184.9353287282,94470.16967127181,0.3823875487231366,97951.76269387775,87861.61659156886,83272.53645604366,8995.241729414338,11600.091389778214,-2604.849660363876,99902.63345823309,95748.7363229474,83248.76349543722,105616.02306032662,-1249.9273147172062,,,,
"2024-12-10T20:00:00.000Z",98460.05249999999,102392.15173536298,94527.953264637,0.2622589883813812,97973.45913036256,87813.70389277974,83237.12303040171,8761.48358869506,11706.41178407878,-2944.92819538372,100031.6607829502,95723.370767042,83209.69419546062,105593.73589289309,-1056.8515649574692,,,,
"2024-12-10T16:00:00.000Z",98617.90349999999,102456.03183028901,94779.77516971096,0.14567319459649633,98029.91011527533,87769.71037845784,83203.69803172938,8797.865843754349,11826.612934910769,-3028.7470911564196,100188.79954674437,95698.0052111366,83170.62489548401,105571.44872545956,-896.7832110152813,,,,
"2024-12-10T12:00:00.000Z",98803.867,102341.57207093846,95266.16192906153,0.05249703741413614,98116.92685467433,87728.96707208418,83171.92255746588,9173.397261234088,11950.235265162051,-2776.8380039279637,100365.16741866936,95672.6396552312,83131.55559550741,105549.16155802603,-843.907271201897,,,,
"2024-12-10T08:00:00.000Z",98993.024,102038.96500353652,95947.08299646349,0.29071098249774047,98218.12386915082,87689.32480176882,83140.71935986253,9845.421698208578,12063.575591852989,-2218.1538936444103,100539.88942929464,95647.2740993258,83092.48629553082,105526.8743905925,-1378.0386560727493,,,,
