"index","timestamp","close","bbMiddle","bbUpper","bbLower","bbPb","ema55","ema400","ema800","macd","signal","histogram","trend","kalman","slope","support","resistance","atr","adx","rsi"
0,"2025-03-02T10:00:00.000Z",85849.85,,0,0,,85849.85,85849.85,85849.85,0,0,0,0,85849.85,89375.96019261096,83527.66193837783,98064.78604526073,,,
1,"2025-03-02T10:15:00.000Z",85826.33,,0,0,,85848.92764705884,85849.73269326684,85849.79127340823,-7.722693266827264,-0.3028507163461672,-7.419842550481096,-5.85801413981244,85834.16477681547,89370.21723010864,83519.60334317319,98054.74984858843,,,
2,"2025-03-02T10:30:00.000Z",85867.19,,0,0,,85849.64381776241,85849.81976212835,85849.83471592156,0.5835712050029542,-0.2680890723716919,0.8516602773746461,4.36263481824426,85846.46138900488,89364.47426760632,83511.54474796857,98044.71365191613,,,
3,"2025-03-02T10:45:00.000Z",86000.91,,0,0,,85855.57582490898,85850.57332939951,85850.2119326109,49.99889282272488,1.7031651195928796,48.295727703132,37.63505818351405,85890.67992932396,89358.731305104,83503.48615276393,98034.67745524383,,,
4,"2025-03-02T11:00:00.000Z",86035.2,,0,0,,85862.61991020667,85851.49416067434,85850.67382541337,93.95398747382569,5.32084442760201,88.63314304622368,45.893847235129215,85926.39716567528,89352.98834260167,83495.4275575593,98024.64125857153,,,
5,"2025-03-02T11:15:00.000Z",86097.63,,0,0,,85871.83599215935,85852.72177084553,85851.29044507525,143.4536612532538,10.737817636451101,132.71584361680272,61.09905093035195,85964.03269436148,89347.24538009935,83487.36896235467,98014.60506189923,,,
6,"2025-03-02T11:30:00.000Z",86145.42,,0,0,,85882.56477678056,85854.18161238745,85852.02485095522,191.7420090117521,17.836021219796237,173.90598779195585,72.54356619523605,86001.33599990484,89341.50241759703,83479.31036715003,98004.56886522693,,,
7,"2025-03-02T11:45:00.000Z",86103.33,,0,0,,85891.22223651466,85855.42424773714,85852.65232947968,209.63483319566876,25.357543258065746,184.27728993760303,61.51568252389552,86026.65755114247,89335.75945509473,83471.2517719454,97994.53266855462,,,
8,"2025-03-02T12:00:00.000Z",85815.38,,0,0,,85888.24803116114,85855.22452580329,85852.5592649866,126.60819481858925,29.328157044752942,97.28003777383631,-10.665744077414274,86013.40049788971,89330.0164925924,83463.19317674077,97984.49647188232,,,
9,"2025-03-02T12:15:00.000Z",85822.14,,0,0,,85885.65555935091,85855.05951569953,85852.48331176567,73.54229804839997,31.062044927248905,42.480253121151065,-8.9056882832665,86002.5515140598,89324.27353009008,83455.13458153614,97974.46027521002,,,
