"index","timestamp","open","high","low","close","volume"
0,"2025-03-02T10:00:00.000Z",85899.3,85959,85801.62,85849.85,2.207892
1,"2025-03-02T10:15:00.000Z",85850.69,85909.85,85791.01,85826.33,2.884247
2,"2025-03-02T10:30:00.000Z",85826.34,85954.66,85819.51,85867.19,2.245275
3,"2025-03-02T10:45:00.000Z",85873.22,86001.18,85867.94,86000.91,1.973176
4,"2025-03-02T11:00:00.000Z",86000.44,86069.27,85951.38,86035.2,2.744834
5,"2025-03-02T11:15:00.000Z",86034.9,86110.66,85958.83,86097.63,2.047914
6,"2025-03-02T11:30:00.000Z",86097.6,86217.07,86058.25,86145.42,3.125292
7,"2025-03-02T11:45:00.000Z",86158.71,86176.34,86054,86103.33,1.582369
8,"2025-03-02T12:00:00.000Z",86103.33,86105.11,85815.37,85815.38,1.854002
9,"2025-03-02T12:15:00.000Z",85815.62,85917.67,85747.13,85822.14,2.179417
10,"2025-03-02T12:30:00.000Z",85822.13,85878.37,85809.45,85853.02,2.071095
11,"2025-03-02T12:45:00.000Z",85852.77,86015.74,85805.05,85981.35,2.320202
12,"2025-03-02T13:00:00.000Z",85982.19,85993.09,85879.37,85921.16,1.50612
13,"2025-03-02T13:15:00.000Z",85915.32,85915.32,85628.77,85690.05,3.854953
14,"2025-03-02T13:30:00.000Z",85689.03,85752.97,85551.43,85680.52,2.234965
15,"2025-03-02T13:45:00.000Z",85680.51,85688.99,85499.34,85678.67,5.804168
16,"2025-03-02T14:00:00.000Z",85709.08,85900,85528.4,85572.97,2.461975
17,"2025-03-02T14:15:00.000Z",85572.97,85581.98,85083.93,85419.08,3.442098
18,"2025-03-02T14:30:00.000Z",85425.75,85626.9,85123.3,85283.07,2.660453
19,"2025-03-02T14:45:00.000Z",85285.37,85319.37,85053.23,85105.84,3.583846
20,"2025-03-02T15:00:00.000Z",85096.4,85347.8,85079.87,85193.95,3.535377
21,"2025-03-02T15:15:00.000Z",85197.4,87284.11,85158.44,86458.04,13.144108
22,"2025-03-02T15:30:00.000Z",86401.13,88675.83,86365.44,88071.34,14.933692
23,"2025-03-02T15:45:00.000Z",88071.34,88205.95,86850.35,87416.17,7.10812
24,"2025-03-02T16:00:00.000Z",87437.89,88186.04,87325.88,88152.7,7.226075
25,"2025-03-02T16:15:00.000Z",88156.13,89517.69,88154.93,88982.87,10.921253
26,"2025-03-02T16:30:00.000Z",88969.95,91804.31,88888.94,91538.13,23.841669
27,"2025-03-02T16:45:00.000Z",91586.51,91961.65,90710.47,91210.4,23.007074
28,"2025-03-02T17:00:00.000Z",91221.09,91902.98,90654.24,91625.38,10.980604
29,"2025-03-02T17:15:00.000Z",91640.31,92922.38,91635.39,92725.52,25.915504
30,"2025-03-02T17:30:00.000Z",92730.46,94556.33,92712.49,94556.33,26.835743
31,"2025-03-02T17:45:00.000Z",94558.26,95007.99,93536.92,94077.56,20.200077
32,"2025-03-02T18:00:00.000Z",94099.5,94404.1,93367.28,93417.26,6.409692
33,"2025-03-02T18:15:00.000Z",93417.48,94105.26,93170.51,93506.72,7.027099
34,"2025-03-02T18:30:00.000Z",93500.13,93525.8,92307.32,92627.03,9.492649
35,"2025-03-02T18:45:00.000Z",92612.86,93002.53,92515.28,92787.22,6.776275
36,"2025-03-02T19:00:00.000Z",92806,93106.92,92617.88,92885.29,4.812865
37,"2025-03-02T19:15:00.000Z",92885.89,93320.17,92885.89,93149.63,5.061909
38,"2025-03-02T19:30:00.000Z",93146.87,93427.14,93105.81,93308.05,6.945934
39,"2025-03-02T19:45:00.000Z",93308.05,93557.7,93306.92,93521.81,5.785817
40,"2025-03-02T20:00:00.000Z",93522.65,94005.44,93517,93991.58,10.307715
41,"2025-03-02T20:15:00.000Z",93991.55,94194.03,93715.57,94043.66,6.972881
42,"2025-03-02T20:30:00.000Z",94043.64,94242.32,93624.89,94056.77,4.373293
43,"2025-03-02T20:45:00.000Z",94059.83,94443.59,93978.34,94321.5,3.945366
44,"2025-03-02T21:00:00.000Z",94371.02,94417.69,93900,94043.39,2.860694
45,"2025-03-02T21:15:00.000Z",94053.68,94299.11,93921.9,93940.11,3.171216
46,"2025-03-02T21:30:00.000Z",93973.13,94030,93675.34,93979.66,5.648162
47,"2025-03-02T21:45:00.000Z",93972.78,94317.39,93713.44,94299.92,4.337155
48,"2025-03-02T22:00:00.000Z",94299.93,94445.19,93913.09,94270.9,4.022687
49,"2025-03-02T22:15:00.000Z",94267.3,94416.66,94123.37,94341.01,4.069745
50,"2025-03-02T22:30:00.000Z",94341.25,94341.84,94042.53,94302.2,4.404174
51,"2025-03-02T22:45:00.000Z",94302.18,94752,94238.99,94285.7,7.91361
52,"2025-03-02T23:00:00.000Z",94250.14,94843.51,94250,94516.51,3.912942
53,"2025-03-02T23:15:00.000Z",94501.06,94837.39,94088.66,94218.75,6.701778
54,"2025-03-02T23:30:00.000Z",94233.44,94594.47,93855,94348.74,5.746077
55,"2025-03-02T23:45:00.000Z",94352.6,94503.04,94040.98,94269.41,5.438449
56,"2025-03-03T00:00:00.000Z",94268.96,94411.76,93634.72,93671.14,3.491237
57,"2025-03-03T00:15:00.000Z",93654.36,93895.81,93606.06,93842.5,4.486913
58,"2025-03-03T00:30:00.000Z",93842.68,93905.43,93354.94,93708.05,4.985287
59,"2025-03-03T00:45:00.000Z",93703.72,93817.97,93296.15,93310.51,3.358377
60,"2025-03-03T01:00:00.000Z",93317.56,93414.29,92838.35,92863.86,7.895561
61,"2025-03-03T01:15:00.000Z",92863.34,93205.25,92654.39,93019.08,7.050478
